games,mean_score,rate_2048,max_score,alpha,seconds
636000,118094,0.954,291952,0.1,59534.3
637000,122732,0.973,286752,0.1,59582.2
638000,119678,0.961,281988,0.1,59628.6
639000,119715,0.962,288456,0.1,59675.3
640000,119940,0.971,285868,0.1,59722.5
641000,119791,0.961,304096,0.1,59770.5
642000,118739,0.962,287200,0.1,59817.4
643000,119460,0.959,273612,0.1,59864.3
644000,120936,0.963,290028,0.1,59911.7
645000,119147,0.943,284008,0.1,59959.0
646000,120120,0.949,280764,0.1,60006.0
647000,119247,0.957,286828,0.1,60053.8
648000,120859,0.963,275792,0.1,60101.3
649000,119582,0.956,284576,0.1,60149.3
650000,119407,0.963,281492,0.1,60197.2
651000,117729,0.958,339076,0.1,60244.6
652000,117700,0.963,263852,0.1,60292.0
653000,119070,0.964,245392,0.1,60339.2
654000,117996,0.955,270520,0.1,60385.1
655000,119602,0.956,288700,0.1,60432.5
656000,120247,0.96,282264,0.1,60479.5
657000,120079,0.949,308836,0.1,60527.4
658000,117716,0.949,280376,0.1,60573.5
659000,122396,0.972,241532,0.1,60621.8
660000,118249,0.958,291764,0.1,60669.4
661000,121028,0.951,290784,0.1,60717.8
662000,118739,0.971,286820,0.1,60765.3
663000,119957,0.952,286376,0.1,60813.0
664000,121030,0.963,281088,0.1,60860.4
665000,121162,0.963,289732,0.1,60908.0
666000,119686,0.962,280896,0.1,60955.6
667000,120992,0.963,288480,0.1,61003.6
668000,119060,0.964,280820,0.1,61050.1
669000,121358,0.968,310492,0.1,61097.7
670000,123907,0.968,290268,0.1,61146.0
671000,120954,0.963,281692,0.1,61194.6
672000,121393,0.961,286708,0.1,61243.5
673000,120936,0.958,245248,0.1,61291.6
674000,119602,0.953,284672,0.1,61339.0
675000,119753,0.965,270276,0.1,61386.9
676000,120677,0.948,310904,0.1,61434.6
677000,118903,0.956,283876,0.1,61481.9
678000,119705,0.956,257124,0.1,61529.0
679000,123039,0.975,289340,0.1,61576.7
680000,123330,0.959,287520,0.1,61625.3
681000,121353,0.948,285248,0.1,61673.3
682000,122645,0.965,246996,0.1,61722.2
683000,119447,0.961,286256,0.1,61768.4
684000,119360,0.951,280072,0.1,61814.9
685000,120353,0.964,287240,0.1,61862.4
686000,117396,0.955,286952,0.1,61908.6
687000,121565,0.963,266272,0.1,61957.6
688000,119938,0.957,267816,0.1,62005.2
689000,119989,0.945,281532,0.1,62052.7
690000,121438,0.959,269076,0.1,62100.0
691000,120426,0.963,283764,0.1,62148.0
692000,121758,0.959,286000,0.1,62196.0
693000,119572,0.958,308468,0.1,62242.7
694000,119516,0.956,288016,0.1,62289.3
695000,120822,0.964,265912,0.1,62337.0
696000,120854,0.956,286288,0.1,62384.3
697000,122951,0.969,284688,0.1,62432.9
698000,120046,0.961,252728,0.1,62480.2
699000,122237,0.957,262948,0.1,62527.5
700000,120979,0.957,287984,0.1,62575.7
701000,122009,0.952,285256,0.1,62623.9
702000,119966,0.966,285808,0.1,62671.6
703000,119889,0.961,282096,0.1,62719.2
704000,122485,0.959,288844,0.1,62766.2
705000,122814,0.967,281240,0.1,62814.0
706000,123966,0.967,277280,0.1,62863.3
707000,121308,0.961,279716,0.1,62911.6
708000,119044,0.966,312944,0.1,62959.2
709000,122500,0.969,281408,0.1,63007.2
710000,122933,0.967,264344,0.1,63055.7
711000,122882,0.964,257932,0.1,63104.8
712000,122686,0.963,290388,0.1,63153.4
713000,124169,0.963,287920,0.1,63202.4
714000,118150,0.952,286472,0.1,63248.5
715000,121219,0.965,281676,0.1,63295.5
716000,121496,0.961,305600,0.1,63343.1
717000,121756,0.961,281972,0.1,63390.6
718000,122618,0.967,290752,0.1,63438.1
719000,120081,0.955,288880,0.1,63484.5
720000,120631,0.954,300344,0.1,63531.3
721000,121880,0.96,290532,0.1,63579.2
722000,122096,0.974,288340,0.1,63627.4
723000,120634,0.966,302136,0.1,63675.2
724000,121369,0.958,286632,0.1,63722.9
725000,122711,0.953,277148,0.1,63770.3
726000,121969,0.958,277928,0.1,63818.6
727000,120611,0.964,308388,0.1,63866.0
728000,122663,0.963,290216,0.1,63914.4
729000,121696,0.959,290112,0.1,63962.0
730000,123090,0.966,289792,0.1,64009.5
731000,121189,0.964,286388,0.1,64058.3
732000,120394,0.965,254016,0.1,64105.6
733000,120348,0.955,281364,0.1,64152.7
734000,122534,0.965,309772,0.1,64199.7
735000,121792,0.957,290336,0.1,64247.4
736000,120018,0.948,285860,0.1,64294.2
737000,120754,0.964,280176,0.1,64341.9
738000,123672,0.962,281648,0.1,64390.6
739000,121142,0.961,281068,0.1,64437.8
740000,122287,0.95,289540,0.1,64485.1
741000,120340,0.955,271588,0.1,64532.5
742000,121922,0.962,288372,0.1,64581.0
743000,121002,0.954,281268,0.1,64630.1
744000,123491,0.958,292028,0.1,64677.5
745000,121586,0.973,278864,0.1,64725.0
746000,121004,0.957,286488,0.1,64772.6
747000,121441,0.959,289640,0.1,64820.8
748000,123082,0.951,285828,0.1,64869.1
749000,122362,0.96,261364,0.1,64916.8
750000,122656,0.964,313776,0.1,64966.3
751000,122619,0.957,284564,0.1,65016.2
752000,124220,0.967,291852,0.1,65065.9
753000,119708,0.946,290480,0.1,65113.2
754000,122765,0.965,287024,0.1,65161.0
755000,122800,0.956,319768,0.1,65209.5
756000,122017,0.958,283568,0.1,65257.5
757000,122893,0.965,290308,0.1,65305.7
758000,120756,0.967,276144,0.1,65353.4
759000,124212,0.966,270384,0.1,65401.7
760000,121543,0.961,290368,0.1,65449.5
761000,123621,0.966,284220,0.1,65498.5
762000,121625,0.961,271212,0.1,65546.7
763000,122869,0.96,266060,0.1,65595.0
764000,121472,0.955,305204,0.1,65642.5
765000,123331,0.967,269592,0.1,65690.5
766000,124680,0.971,280028,0.1,65739.7
767000,123518,0.961,302976,0.1,65788.8
768000,122042,0.961,288796,0.1,65837.2
769000,119998,0.951,276384,0.1,65884.5
770000,123022,0.956,276692,0.1,65933.4
771000,122687,0.955,289960,0.1,65982.6
772000,123578,0.957,281164,0.1,66032.0
773000,122921,0.962,291044,0.1,66080.4
774000,122350,0.972,276900,0.1,66128.1
775000,124169,0.971,291924,0.1,66176.6
776000,126169,0.958,288952,0.1,66226.1
777000,121687,0.968,290196,0.1,66274.4
778000,124238,0.97,287336,0.1,66323.1
779000,122540,0.95,290460,0.1,66370.9
780000,121069,0.953,289768,0.1,66418.9
781000,121099,0.963,288280,0.1,66467.0
782000,122175,0.968,265804,0.1,66515.8
783000,121300,0.973,289656,0.1,66564.1
784000,124013,0.969,282456,0.1,66613.5
785000,125299,0.966,292480,0.1,66663.6
786000,123328,0.971,289744,0.1,66712.9
787000,123338,0.966,284452,0.1,66762.9
788000,120986,0.957,290288,0.1,66811.0
789000,124216,0.96,288616,0.1,66860.1
790000,122892,0.955,282700,0.1,66908.3
791000,123882,0.956,290400,0.1,66958.0
792000,124059,0.967,304952,0.1,67007.7
793000,121698,0.964,288572,0.1,67055.4
794000,124216,0.964,289972,0.1,67103.3
795000,120687,0.947,288040,0.1,67150.7
796000,124544,0.96,281476,0.1,67199.9
797000,123083,0.968,257556,0.1,67248.8
798000,123411,0.965,291936,0.1,67297.3
799000,118940,0.961,271712,0.1,67345.1
800000,122868,0.953,292776,0.1,67396.1
801000,123934,0.953,337240,0.1,67450.5
802000,124571,0.972,314260,0.1,67501.6
803000,120701,0.957,280596,0.1,67552.6
804000,123414,0.954,301928,0.1,67602.6
805000,122178,0.97,303972,0.1,67654.1
806000,124538,0.962,283652,0.1,67706.1
807000,124124,0.958,288340,0.1,67758.2
808000,122354,0.968,288028,0.1,67808.9
809000,122003,0.963,289136,0.1,67858.3
810000,124268,0.971,288796,0.1,67909.6
811000,128513,0.965,291532,0.1,67962.2
812000,123751,0.966,281304,0.1,68013.0
813000,123689,0.972,271108,0.1,68061.9
814000,123794,0.967,291776,0.1,68111.8
815000,125140,0.958,309084,0.1,68162.1
816000,122581,0.965,291448,0.1,68212.0
817000,123498,0.97,282068,0.1,68262.0
818000,121748,0.959,281460,0.1,68311.3
819000,125106,0.967,291304,0.1,68361.5
820000,123490,0.96,310368,0.1,68411.5
821000,125451,0.962,270536,0.1,68462.5
822000,124935,0.962,283408,0.1,68512.3
823000,123303,0.949,292836,0.1,68560.8
824000,124335,0.953,332192,0.1,68610.4
825000,124275,0.969,288648,0.1,68659.9
826000,121264,0.952,300680,0.1,68707.5
827000,123068,0.954,286936,0.1,68755.4
828000,124003,0.958,309828,0.1,68803.8
829000,124801,0.961,289032,0.1,68853.7
830000,123347,0.965,288772,0.1,68903.0
831000,125452,0.973,312412,0.1,68954.2
832000,124508,0.959,290304,0.1,69003.3
833000,123341,0.96,288552,0.1,69051.8
834000,124338,0.972,281144,0.1,69101.6
835000,125479,0.974,289716,0.1,69151.2
836000,125150,0.964,290468,0.1,69200.3
837000,121958,0.956,286324,0.1,69248.0
838000,123220,0.961,289992,0.1,69296.6
839000,124131,0.961,333908,0.1,69345.9
840000,121702,0.957,289796,0.1,69394.6
841000,124987,0.972,264276,0.1,69443.9
842000,126204,0.968,289576,0.1,69493.1
843000,122569,0.958,291844,0.1,69541.5
844000,123536,0.962,285796,0.1,69590.5
845000,126395,0.961,289728,0.1,69641.6
846000,124778,0.951,337760,0.1,69690.6
847000,124412,0.961,290300,0.1,69739.3
848000,125292,0.96,334036,0.1,69789.5
849000,126265,0.961,288668,0.1,69840.0
850000,126027,0.97,277004,0.1,69890.4
851000,124091,0.963,270204,0.1,69940.2
852000,125418,0.962,289564,0.1,69989.2
853000,124088,0.966,286356,0.1,70038.9
854000,125682,0.971,291516,0.1,70089.0
855000,124366,0.954,330700,0.1,70138.8
856000,125642,0.969,280572,0.1,70188.8
857000,122346,0.966,281016,0.1,70237.8
858000,128364,0.97,308196,0.1,70288.6
859000,123597,0.952,290744,0.1,70338.3
860000,124599,0.964,285832,0.1,70387.6
861000,125388,0.968,290648,0.1,70437.2
862000,126660,0.974,306488,0.1,70487.0
863000,123922,0.96,337848,0.1,70536.5
864000,125873,0.967,288668,0.1,70586.6
865000,123137,0.965,286556,0.1,70635.4
866000,122841,0.968,289548,0.1,70683.7
867000,122488,0.955,297724,0.1,70731.9
868000,123252,0.962,290172,0.1,70780.8
869000,127136,0.96,288748,0.1,70831.2
870000,123760,0.965,312408,0.1,70879.9
871000,128924,0.971,287948,0.1,70932.1
872000,125327,0.962,313612,0.1,70983.0
873000,126716,0.976,291704,0.1,71033.8
874000,124692,0.96,289624,0.1,71083.2
875000,122731,0.959,283640,0.1,71131.3
876000,126264,0.971,289832,0.1,71180.7
877000,124765,0.957,290028,0.1,71230.8
878000,126774,0.965,333240,0.1,71281.9
879000,124998,0.958,283184,0.1,71331.8
880000,125893,0.962,290228,0.1,71380.9
881000,125023,0.975,288184,0.1,71431.2
882000,123811,0.962,297596,0.1,71480.9
883000,121466,0.949,271004,0.1,71529.2
884000,124929,0.955,355540,0.1,71579.7
885000,124540,0.952,290492,0.1,71629.3
886000,130295,0.961,287944,0.1,71681.1
887000,127336,0.967,284772,0.1,71732.5
888000,126622,0.959,283148,0.1,71782.9
889000,123994,0.964,339208,0.1,71833.0
890000,125198,0.968,299916,0.1,71882.5
891000,125518,0.956,289456,0.1,71932.6
892000,123713,0.957,323840,0.1,71982.1
893000,126106,0.957,286640,0.1,72032.3
894000,124258,0.962,286224,0.1,72081.3
895000,125846,0.968,308964,0.1,72130.8
896000,125907,0.96,288424,0.1,72180.4
897000,125133,0.959,286288,0.1,72230.3
898000,125800,0.956,300884,0.1,72280.5
899000,125855,0.959,313788,0.1,72329.7
900000,125346,0.966,292348,0.1,72378.4
901000,126990,0.964,289888,0.1,72429.2
902000,125502,0.962,289604,0.1,72479.6
903000,127884,0.959,289224,0.1,72530.6
904000,126273,0.954,291816,0.1,72580.0
905000,123954,0.957,309792,0.1,72629.9
906000,125144,0.955,288144,0.1,72680.0
907000,128130,0.969,289992,0.1,72731.0
908000,124977,0.964,338176,0.1,72780.7
909000,125000,0.96,290868,0.1,72829.0
910000,127576,0.958,290432,0.1,72879.7
911000,126254,0.963,334076,0.1,72931.2
912000,125389,0.973,290316,0.1,72981.7
913000,126017,0.96,291120,0.1,73032.2
914000,125837,0.959,314860,0.1,73081.7
915000,124130,0.951,290376,0.1,73130.3
916000,123976,0.958,322528,0.1,73179.4
917000,124507,0.968,288944,0.1,73229.0
918000,127533,0.971,310352,0.1,73278.8
919000,126805,0.972,301224,0.1,73329.1
920000,128053,0.968,292760,0.1,73380.1
921000,126735,0.961,290060,0.1,73431.3
922000,122285,0.95,333364,0.1,73480.6
923000,123955,0.962,286432,0.1,73529.4
924000,125913,0.96,341128,0.1,73579.0
925000,125837,0.968,345984,0.1,73629.2
926000,127550,0.967,301352,0.1,73680.7
927000,128797,0.961,289108,0.1,73731.9
928000,125347,0.966,286428,0.1,73781.1
929000,124127,0.961,288928,0.1,73830.1
930000,125867,0.968,289428,0.1,73880.5
931000,124645,0.962,269772,0.1,73931.2
932000,126095,0.962,311892,0.1,73981.6
933000,126487,0.972,266720,0.1,74032.1
934000,124313,0.954,265756,0.1,74081.2
935000,126793,0.963,246160,0.1,74132.0
936000,124489,0.971,291284,0.1,74181.8
937000,125691,0.953,286508,0.1,74231.6
938000,126381,0.965,314652,0.1,74281.3
939000,124118,0.959,286116,0.1,74329.7
940000,122984,0.956,311660,0.1,74379.2
941000,126191,0.959,316268,0.1,74430.3
942000,126617,0.964,312708,0.1,74480.2
943000,125769,0.954,288448,0.1,74529.2
944000,127754,0.964,284740,0.1,74580.0
945000,126982,0.963,291876,0.1,74630.9
946000,125671,0.958,289636,0.1,74681.2
947000,125863,0.956,314044,0.1,74731.1
948000,124173,0.966,304456,0.1,74780.5
949000,125825,0.965,306608,0.1,74831.0
950000,125422,0.959,340372,0.1,74881.1
951000,127838,0.965,291312,0.1,74932.8
952000,127017,0.967,290280,0.1,74982.3
953000,127780,0.965,290332,0.1,75033.2
954000,126856,0.966,289644,0.1,75083.9
955000,127022,0.966,305512,0.1,75134.7
956000,126642,0.969,286500,0.1,75186.2
957000,126218,0.965,290060,0.1,75236.4
958000,129270,0.951,289528,0.1,75288.9
959000,123270,0.947,284200,0.1,75338.5
960000,126980,0.965,286352,0.1,75389.7
961000,127217,0.955,287540,0.1,75441.4
962000,126911,0.97,292220,0.1,75491.7
963000,127941,0.958,310324,0.1,75542.7
964000,127741,0.957,314280,0.1,75594.1
965000,127003,0.959,290296,0.1,75645.5
966000,125637,0.963,287928,0.1,75695.1
967000,127947,0.966,308180,0.1,75745.0
968000,123127,0.961,307984,0.1,75794.4
969000,121488,0.957,289604,0.1,75843.6
970000,125643,0.957,290536,0.1,75893.9
971000,128286,0.963,342576,0.1,75945.0
972000,127250,0.975,307328,0.1,75995.9
973000,126315,0.959,287764,0.1,76046.4
974000,127751,0.971,278316,0.1,76097.8
975000,124771,0.965,269784,0.1,76147.9
976000,125668,0.969,289692,0.1,76197.7
977000,124636,0.965,290484,0.1,76246.6
978000,124902,0.967,318428,0.1,76296.7
979000,128383,0.972,314344,0.1,76348.3
980000,128717,0.978,286012,0.1,76399.9
981000,129728,0.962,295100,0.1,76451.7
982000,124782,0.963,274184,0.1,76502.4
983000,124760,0.961,286780,0.1,76552.5
984000,127512,0.97,314792,0.1,76604.1
985000,125808,0.953,287900,0.1,76654.2
986000,128167,0.977,285796,0.1,76705.3
987000,125835,0.965,282012,0.1,76755.6
988000,126765,0.971,276140,0.1,76805.7
989000,127737,0.972,292148,0.1,76857.7
990000,125271,0.961,290204,0.1,76907.7
991000,126421,0.963,295184,0.1,76958.8
992000,125577,0.959,286720,0.1,77008.6
993000,127133,0.971,290640,0.1,77059.6
994000,127422,0.973,285732,0.1,77111.1
995000,127047,0.963,290132,0.1,77161.5
996000,125622,0.966,291916,0.1,77212.3
997000,128917,0.974,290480,0.1,77264.4
998000,127895,0.958,289592,0.1,77315.4
999000,129035,0.977,286564,0.1,77366.4
1000000,128360,0.963,288604,0.1,77415.4
